OBJECTID,Shape,Permanent_Identifier,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,VisibilityFilter,Shape_Length,Shape_Area,Rank,CumArea
74685,Polygon Z,61497383,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.00101,0,76,0.051439
74686,Polygon Z,61497367,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001093,0,77,0.052439
74687,Polygon Z,61497251,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001179,0,78,0.053439
74788,Polygon Z,61496031,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001448,0,79,0.054439
74852,Polygon Z,61496747,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001266,0,80,0.055439
83275,Polygon Z,61498231,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001744,0,81,0.056439
83351,Polygon Z,61498007,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001396,0,82,0.057439
83385,Polygon Z,61497323,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001158,0,83,0.058439
83386,Polygon Z,61497291,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001068,0,84,0.059439
83387,Polygon Z,61497287,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.000987,0,85,0.060439
91806,Polygon Z,61497821,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001166,0,86,0.061439
91880,Polygon Z,61496811,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001585,0,87,0.062439
91948,Polygon Z,61497295,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001448,0,88,0.063439
91949,Polygon Z,61497243,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.00115,0,89,0.064439
100473,Polygon Z,61497941,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001216,0,90,0.065439
100474,Polygon Z,61497935,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001695,0,91,0.066439
100475,Polygon Z,61496819,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001007,0,92,0.067439
100476,Polygon Z,61495813,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001417,0,93,0.068439
100541,Polygon Z,61497377,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001167,0,94,0.069439
100542,Polygon Z,61497351,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001099,0,95,0.070439
100543,Polygon Z,61497279,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001129,0,96,0.071439
100572,Polygon Z,61496059,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000986,0,97,0.072439
108894,Polygon Z,61498247,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001242,0,98,0.073439
108972,Polygon Z,61497255,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001197,0,99,0.074439
108973,Polygon Z,61497313,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001421,0,100,0.075439
108974,Polygon Z,61497333,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001188,0,101,0.076439
108975,Polygon Z,61497301,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001532,0,102,0.077439
108976,Polygon Z,61497253,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001035,0,103,0.078439
108977,Polygon Z,61497239,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001183,0,104,0.079439
117536,Polygon Z,135972633,7/30/10 6:29,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001074,0,105,0.080439
117576,Polygon Z,61496951,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001345,0,106,0.081439
117645,Polygon Z,61497489,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001655,0,107,0.082439
117708,Polygon Z,61497369,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001104,0,108,0.083439
117709,Polygon Z,61497309,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001358,0,109,0.084439
117710,Polygon Z,61497261,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001301,0,110,0.085439
117711,Polygon Z,61497339,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001179,0,111,0.086439
117854,Polygon Z,61496759,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001284,0,112,0.087439
118627,Polygon Z,61497001,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001273,0,113,0.088439
118632,Polygon Z,135653495,7/30/10 6:29,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001526,0,114,0.089439
126396,Polygon Z,61498027,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001197,0,115,0.090439
126397,Polygon Z,61497371,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001058,0,116,0.091439
126398,Polygon Z,61497249,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001032,0,117,0.092439
126460,Polygon Z,61498019,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002094,0,118,0.093439
126722,Polygon Z,61497259,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.000999,0,119,0.094439
126723,Polygon Z,61496057,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Treatment,Unspecified,0.001164,0,120,0.095439
135076,Polygon Z,61497275,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001283,0,121,0.096439
135077,Polygon Z,61497379,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001023,0,122,0.097439
135078,Polygon Z,61497361,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.00141,0,123,0.098439
135079,Polygon Z,61497365,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.00105,0,124,0.099439
135080,Polygon Z,61497297,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001359,0,125,0.100439
135108,Polygon Z,61495631,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001208,0,126,0.101439
135182,Polygon Z,61496957,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001087,0,127,0.102439
135184,Polygon Z,61496731,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001152,0,128,0.103439
135214,Polygon Z,61497515,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001777,0,129,0.104439
49042,Polygon Z,{3F498593-3973-4B48-887D-63E20A0240E5},10/16/12,High,<Null>,<Null>,0.001205,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001628,0,130,0.105644
83582,Polygon Z,{8D9BB322-F752-4233-B89C-F8DD9CEEC69A},10/16/12,High,<Null>,<Null>,0.001341,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001647,0,131,0.106985
83553,Polygon Z,{8894B519-271B-41DE-B1D1-64EAEF589F04},10/16/12,High,<Null>,<Null>,0.001366,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001638,0,132,0.108351
31987,Polygon Z,{475832CF-6779-4E60-AE17-8866B59BE086},10/16/12,High,<Null>,<Null>,0.001374,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001498,0,133,0.109725
126638,Polygon Z,{0F3BFAA5-7E53-476A-80F9-4C05B6F20467},10/16/12,High,<Null>,<Null>,0.0014,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00151,0,134,0.111125
66344,Polygon Z,{01C9EDFB-E305-4BF1-8431-49139114CC24},10/16/12,High,<Null>,<Null>,0.001403,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001768,0,135,0.112528
126637,Polygon Z,{4F1B9456-C6D5-4EBE-A34F-03859FECB69D},10/16/12,High,<Null>,<Null>,0.00172,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001565,0,136,0.114248
134974,Polygon Z,61498145,10/16/12,High,<Null>,<Null>,0.00191,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001669,0,137,0.116158
5581,Polygon Z,61497903,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001517,0,138,0.118158
14403,Polygon Z,61497617,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001668,0,139,0.120158
14434,Polygon Z,61496843,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001739,0,140,0.122158
14561,Polygon Z,61497529,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001816,0,141,0.124158
14598,Polygon Z,61497427,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001936,0,142,0.126158
14699,Polygon Z,135653629,7/30/10 6:29,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001751,0,143,0.128158
23145,Polygon Z,61495893,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002266,0,144,0.130158
31632,Polygon Z,61497927,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001941,0,145,0.132158
40205,Polygon Z,61498317,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001718,0,146,0.134158
48817,Polygon Z,61497141,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002954,0,147,0.136158
48818,Polygon Z,61496939,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002141,0,148,0.138158
48847,Polygon Z,61500883,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001899,0,149,0.140158
49041,Polygon Z,61496585,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001839,0,150,0.142158
57380,Polygon Z,135972640,7/30/10 6:29,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001728,0,151,0.144158
57592,Polygon Z,61495951,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002332,0,152,0.146158
66064,Polygon Z,61498357,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002138,0,153,0.148158
66316,Polygon Z,61496521,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001879,0,154,0.150158
83405,Polygon Z,61495763,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001886,0,155,0.152158
83510,Polygon Z,61497429,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001826,0,156,0.154158
83552,Polygon Z,61496557,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002084,0,157,0.156158
91808,Polygon Z,61500901,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001787,0,158,0.158158
91947,Polygon Z,61497321,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.001607,0,159,0.160158
92164,Polygon Z,61496419,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001487,0,160,0.162158
100438,Polygon Z,61497417,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001678,0,161,0.164158
108939,Polygon Z,61497883,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002079,0,162,0.166158
108971,Polygon Z,61498065,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002297,0,163,0.168158
108979,Polygon Z,61495821,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002193,0,164,0.170158
117750,Polygon Z,61495971,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001709,0,165,0.172158
126332,Polygon Z,61497573,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001635,0,166,0.174158
126373,Polygon Z,61496703,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002214,0,167,0.176158
126399,Polygon Z,61495935,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001807,0,168,0.178158
126728,Polygon Z,135653565,7/30/10 6:29,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001975,0,169,0.180158
135048,Polygon Z,61497099,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001914,0,170,0.182158
135082,Polygon Z,61495867,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002387,0,171,0.184158
135183,Polygon Z,61496781,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003122,0,172,0.186158
135253,Polygon Z,{8504CB57-EE76-444D-A2A8-6DE7B15EEFF4},10/16/12,High,<Null>,<Null>,0.00213,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002601,0,173,0.188288
83583,Polygon Z,{0B121770-03E0-4218-8640-F5FC932D6AE3},10/16/12,High,<Null>,<Null>,0.002347,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002162,0,174,0.190635
23010,Polygon Z,{4145995B-3075-4081-B576-86DE095E5740},10/16/12,High,<Null>,<Null>,0.00249,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002099,0,175,0.193125
109189,Polygon Z,{DDCB4573-F603-453D-A5CA-A56FBA1F189F},10/16/12,High,<Null>,<Null>,0.002522,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002711,0,176,0.195647
83584,Polygon Z,{A4FB45E9-43E0-4759-9EBF-DC6E30D96AD9},10/16/12,High,<Null>,<Null>,0.002595,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002953,0,177,0.198242
31986,Polygon Z,{90C8E22B-580E-4BB7-A45A-8312E48798F1},10/16/12,High,<Null>,<Null>,0.002639,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002897,0,178,0.200881
5665,Polygon Z,61498147,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003205,0,179,0.203881
14360,Polygon Z,61497985,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002604,0,180,0.206881
23144,Polygon Z,61495823,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002699,0,181,0.209881
40206,Polygon Z,61497355,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002525,0,182,0.212881
40454,Polygon Z,61497083,11/15/02,High,1490733,Soldiers Pond,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002519,0,183,0.215881
57590,Polygon Z,61496859,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002384,0,184,0.218881
83249,Polygon Z,61497939,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002402,0,185,0.221881
83437,Polygon Z,61498157,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00266,0,186,0.224881
83511,Polygon Z,61496911,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002913,0,187,0.227881
91844,Polygon Z,61498279,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002975,0,188,0.230881
100540,Polygon Z,61497631,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00226,0,189,0.233881
100739,Polygon Z,61500445,11/15/02,High,<Null>,<Null>,0.003,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.00291,0,190,0.236881
108702,Polygon Z,61501145,11/15/02,High,<Null>,<Null>,0.003,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001982,0,191,0.239881
117884,Polygon Z,61497241,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002939,0,192,0.242881
126459,Polygon Z,61497923,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002055,0,193,0.245881
135081,Polygon Z,61496899,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002576,0,194,0.248881
83438,Polygon Z,{31506B88-D2A5-486E-8327-2C54EDE309CA},10/16/12,High,<Null>,<Null>,0.003009,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002862,0,195,0.25189
5929,Polygon Z,{5BCC0042-FEBD-4F66-B474-E4A0A89C7E03},10/16/12,High,<Null>,<Null>,0.003163,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002461,0,196,0.255053
109191,Polygon Z,{3B175388-1BC0-45A7-9643-7D59D4E11642},10/16/12,High,<Null>,<Null>,0.003219,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Intermittent,Unspecified,0.002413,0,197,0.258272
23397,Polygon Z,{7D6D2553-AC3A-4BAE-8ECB-F557C13A4436},10/16/12,High,<Null>,<Null>,0.00333,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003007,0,198,0.261602
83514,Polygon Z,{4AC17A73-2E64-4D4A-93BF-0D49BF1EFF0F},10/16/12,High,<Null>,<Null>,0.00342,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002494,0,199,0.265022
49075,Polygon Z,{A93B482D-77A2-4F7B-95E6-8D700C62ADFA},10/16/12,High,<Null>,<Null>,0.003459,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Intermittent,Unspecified,0.002368,0,200,0.268481
5872,Polygon Z,{CD9952C5-2261-4D66-8190-679FECB55683},10/16/12,High,<Null>,<Null>,0.003592,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002744,0,201,0.272073
135186,Polygon Z,{F3C37478-FBD0-40B4-BCF6-EBFFCB4EF7D6},10/16/12,High,<Null>,<Null>,0.003599,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002799,0,202,0.275672
100680,Polygon Z,61500489,10/16/12,High,<Null>,<Null>,0.003661,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.00343,0,203,0.279333
14672,Polygon Z,{4DF3294C-2FB9-4522-920E-0DED8F928A39},10/16/12,High,<Null>,<Null>,0.003663,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002667,0,204,0.282996
5736,Polygon Z,61496717,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002815,0,205,0.286996
31496,Polygon Z,61498333,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00251,0,206,0.290996
31699,Polygon Z,61497181,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003164,0,207,0.294996
31741,Polygon Z,61497047,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003116,0,208,0.298996
48819,Polygon Z,61496927,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002618,0,209,0.302996
